SIGNNAME,BOROUGH,CLASS,ACRES,latitude,longitude
Seaside Playground,Q,PARK,1.144,40.580862401094436,-73.8308396424953
Park,Q,PARK,0.007,40.72987634309255,-73.87633636420445
Zion Triangle,B,PARK,0.213,40.668693764784436,-73.91867062848821
Bradys Pond Park,R,PARK,6.402,40.60497656327515,-74.07901860362965
Walter Ward Playground,Q,PARK,0.935,40.65742268226937,-73.84369011408572
Hart Playground,Q,PARK,0.821,40.774028896431325,-73.8189594055215
Harold Schneiderman Playground,Q,PARK,0.878,40.66500264541845,-73.85042692348584
Lanett Playground,Q,PARK,0.974,40.59947499970914,-73.74398771267693
Springfield Park North,Q,PARK,1.045,40.66410217402494,-73.75975506782233
Sledge Playground,B,PARK,0.328,40.63816960705333,-73.89781218262252
Latimer Playground,Q,PARK,1.076,40.696520897113004,-73.78624793048775
Detective William T. Gunn Playground,Q,PARK,2.719,40.73184589086596,-73.73177933408998
Playground Seventy Five,Q,PARK,0.749,40.726387068237415,-73.80820096760769
Grassmere Playground,Q,PARK,1.239,40.59927701381798,-73.75891005603093
Russell Sage Playground,Q,PARK,1.526,40.723774978571186,-73.85147543203495
Locust Manor Playground,Q,PARK,2.003,40.685981291900255,-73.75634793313729
Bellerose Playground,Q,PARK,0.996,40.732781918093366,-73.71794860224325
Van Alst Playground,Q,PARK,1.033,40.7705808667321,-73.92827386589487
Flushing Fields,Q,PARK,7.671,40.77461674768635,-73.81666544276278
Bildersee Playground,B,PARK,1.416,40.63566698395739,-73.91164514842455
Bellaire Playground,Q,PARK,0.809,40.72152326640408,-73.75805508950172
Playground Eighty LXXX,Q,PARK,1.35,40.74464765127171,-73.70955396593973
Tall Oak Playground,Q,PARK,1.48,40.746093513320524,-73.7581931968391
Admiral Playground,Q,PARK,0.759,40.77101716793031,-73.73784501986381
Saul Weprin Playground,Q,PARK,1.964,40.748064452712555,-73.77641463924694
Douglaston Park Golf Course,Q,PARK,104.6,40.75232874351527,-73.7326264491306
Louis Pasteur Park,Q,PARK,3.673,40.76203881194868,-73.7353545508084
Farm Playground,Q,PARK,3.757,40.735739495502045,-73.77734804643876
Poppenhusen Playground,Q,PARK,1.14,40.78125910726464,-73.84457663037594
Glen Oaks Oval,Q,PARK,2.948,40.74953393298463,-73.71562580340257
Kissena Park,Q,PARK,237.147,40.74534639482065,-73.80482860298594
St. Mark's Playground,B,PARK,0.23,40.67467339959592,-73.94018326964225
Harvard Playground,Q,PARK,0.581,40.709119996267695,-73.7815601929598
Prophecy Garden,B,PARK,0.091,40.65915629144516,-73.89504896826831
400 Montauk Av Block Assn,B,PARK,0.092,40.668657166617905,-73.87677968050423
Hero Park,R,PARK,3.024,40.63027129032716,-74.0880704061236
Abib Newborn Garden,B,PARK,0.249,40.65955641454009,-73.90592766511028
Garden of Plenty,B,PARK,0.062,40.67760615921605,-73.92805760554133
Seasons of Vision,B,PARK,0.083,40.6787834839411,-73.92710909862916
Howard Av Block Association,B,PARK,0.219,40.66362937082698,-73.91933730702358
Cleveland Street Vegetable Garden,B,PARK,0.09,40.67416278068628,-73.88407352000276
Victory Garden's Group,B,PARK,0.058,40.68908640799515,-73.9276426407321
Nehemiah Ten Garden,B,PARK,0.275,40.66868177098347,-73.88601752760984
Vernon Cases Community Garden,B,PARK,0.165,40.69426058261053,-73.95030418630512
A Better Community Garden,B,PARK,0.189,40.67811936692391,-73.92816946443988
Sterling Community Group,B,PARK,0.116,40.67122618195443,-73.92214204476538
Ponderosa Garden,B,PARK,0.191,40.649227419249364,-73.89698964192758
Stars Of Hope,B,PARK,0.033,40.68491805629871,-73.950690846257
Madison Community Greenthumb,B,PARK,0.057,40.687785928875904,-73.92187179205257
Victory Garden,B,PARK,0.046,40.66657821008607,-73.88754596383696
Vernon Tandt Block Association,B,PARK,0.152,40.694991100902186,-73.94394487081885
Upon This Rock Comm Garden,B,PARK,0.081,40.674317248386906,-73.87781115310747
St John Cantius Parish,B,PARK,0.183,40.66746639987187,-73.8940097062744
Shield Of Faith,B,PARK,0.172,40.67752538347414,-73.87849352066154
Red Shed Garden,B,PARK,0.123,40.71610248963447,-73.94027009881333
Red Gate Garden,B,PARK,0.104,40.69372151398454,-73.9491827286978
Ps 53,B,PARK,0.061,40.66604164806154,-73.8907811926059
Gregory's Garden,B,PARK,0.119,40.67262838115104,-73.88592722288624
Manley's Pl,B,PARK,0.28,40.6747078067581,-73.87845358134774
Madison Street Block Association,B,PARK,0.08,40.683922566353566,-73.95549207947354
Clemens Triangle,Q,PARK,0.01,40.70006873089212,-73.9058945085515
Hoffman Park,Q,PARK,2.857,40.732801804081035,-73.87212215796595
Madison Square Garden Association,B,PARK,0.165,40.694803652644545,-73.91298019895783
Lincoln Rd Block Association,B,PARK,0.065,40.661233149361045,-73.9522524682132
Lefferts Pl Block Association,B,PARK,0.068,40.68037128177917,-73.95762732923615
Jerome Gardens,B,PARK,0.036,40.670643605226374,-73.88582440897144
Sh'ma Yisrael,B,PARK,0.145,40.6755706074684,-73.91604306726391
Herbal Garden of East NY,B,PARK,0.248,40.67407732143834,-73.88850346546258
Hancock T and T,B,PARK,0.081,40.683104182160285,-73.94305887787783
Sabba Park,Q,PARK,0.467,40.742835171022165,-73.91586817146069
Greene Av United Neighbors Association *,B,PARK,0.046,40.68815429649077,-73.95128151645545
Good Shepherds Garden,B,PARK,0.114,40.67073826919798,-73.87966103459378
Escape To Nature,B,PARK,0.032,40.6742457761616,-73.88990683613552
First Quincy St Block Association,B,PARK,0.13,40.687920698151935,-73.94431576109766
Farmers Garden,B,PARK,0.154,40.67460728696048,-73.91821912250722
Elton St Block Association,B,PARK,0.097,40.6686665783224,-73.8818419282603
East End Community Garden,B,PARK,0.161,40.67366565911087,-73.8907839170393
Walt L Shemal Garden,B,PARK,0.149,40.67742925294656,-73.95364419868334
Cooper St Block Buster Bl Association,B,PARK,0.16,40.684688456153935,-73.91073448385502
Concerned Residents of Montauk Avenue,B,PARK,0.091,40.673861325278985,-73.87816055373176
Clifton Pl Memorial Park and Garden,B,PARK,0.165,40.68854670452926,-73.95463849094773
Clara's Garden,B,PARK,0.129,40.674389811311144,-73.88911901693434
New Vision Garden,B,PARK,0.321,40.66600147522497,-73.88712151409108
Berry Street Garden,B,PARK,0.137,40.71335351068209,-73.9635381700463
Owen F. Dolen Park,X,PARK,1.4,40.84054916922334,-73.8428647007924
D'Emic Playground,B,PARK,1.13,40.65600884098822,-74.00493948186875
William Sheridan Playground,B,PARK,1.17,40.71522824969973,-73.964169623567
Gordon Triangle,Q,PARK,0.08,40.74878105147429,-73.95199467737874
Cadman Plaza Park,B,PARK,10.384,40.69838148604885,-73.99056550818204
Lion's Pride Playground,B,PARK,0.865,40.66269761580098,-73.89977006151943
Taaffe Playground,B,PARK,1.821,40.69528048218654,-73.96071178293224
Martin Luther Playground,B,PARK,0.913,40.64578503487198,-74.01974628479712
Ennis Playground,B,PARK,0.554,40.67074024013658,-73.99381983393158
Kelly Park Playground,B,PARK,1.447,40.60438384270172,-73.9564809250226
Kelly Park Playground,B,PARK,3.449,40.604178563148906,-73.95764201282958
P.O. Serrano Playground,X,PARK,2.618,40.82340028939261,-73.85101554652014
TRUCE Garden,M,PARK,0.123,40.80459003360643,-73.95306788164243
Brower Park,B,PARK,7.047,40.67383932447937,-73.94339231961149
Louis C. Moser Playground,Q,PARK,1.502,40.76310686302943,-73.89223437798955
Torsney Playground,Q,PARK,2.027,40.74735119582815,-73.92161118578464
Paul Raimonda Playground,Q,PARK,1.31,40.772802493901914,-73.89744607990828
Westbourne Playground,Q,PARK,1.13,40.60799730447997,-73.76440935187195
Astoria Health Playground,Q,PARK,0.207,40.7679375473229,-73.93267130214853
Rufus King Park,Q,PARK,11.5,40.70369455743931,-73.80400049193291
Seven Gables Playground,Q,PARK,1.297,40.74415614746831,-73.76636488936012
Fidelity Triangle,B,PARK,0.005,40.72186473138393,-73.94185749094382
Daniel Carter Beard Mall,Q,PARK,0.658,40.763173904816426,-73.83105820475956
Wellbrock Triangle,Q,PARK,0.008,40.678873882025215,-73.8335788384374
Albert Capsouto Park,M,PARK,0.366,40.721993937677034,-74.00599281691215
Fort Stirling Park,B,PARK,0.214,40.69846900308451,-73.9965518219344
Dodger Playground,B,PARK,0.293,40.66487368796883,-73.95236037118806
Lefferts Playground,Q,PARK,2.937,40.66547836548406,-73.8212544893257
Brooklyn Heights Promenade,B,PARK,0.026,40.694355547649664,-73.99875836848089
Crotona Park,X,PARK,127.5,40.838585382596676,-73.89489523245746
Veterans Grove,Q,PARK,0.626,40.74264969236092,-73.87757863786895
Drew Playground,X,PARK,0.94,40.833145892260745,-73.90333253466729
Middleburgh Triangle,Q,PARK,0.002,40.741322125527084,-73.87505475435903
Linden Sitting Area,B,PARK,0.139,40.654033417451714,-73.91844512236348
Colucci Playground,X,PARK,4,40.852778623750076,-73.83458247810687
Seton Falls Park,X,PARK,35.771,40.887061140623416,-73.83808566178391
Moore Homestead Playground,Q,PARK,1.978,40.74214193824163,-73.8823970469698
Eastchester Playground,X,PARK,1.025,40.86979044288914,-73.85280845817617
Grant Gore,B,PARK,0.019,40.67642619827024,-73.95281391417547
Grand Street Community Garden,B,PARK,0.045,40.71378777816216,-73.95893336807715
College Avenue Garden,X,PARK,0.43,40.838032597465606,-73.90991951242452
Oasis Garden,M,PARK,0.122,40.766309580719565,-73.99122482319807
El Gallo Garden,M,PARK,0.082,40.79970929964852,-73.94054038039755
Jane Street Garden,M,PARK,0.055,40.73801938887451,-74.00456304194242
St. John's Park,B,PARK,9.04,40.67436432825344,-73.93479409159592
Junction Playground,Q,PARK,0.54,40.75470692685445,-73.87214304296381
Leave it Better Kids' Garden,X,PARK,0.244,40.85231868673089,-73.91050365119736
South Pacific Playground,B,PARK,2.264,40.67565279372905,-73.92029673935504
Franz Sigel Park,X,PARK,15.99,40.82331678699295,-73.92560322631954
D'Auria-Murphy Triangle,X,PARK,0.31,40.85323239647634,-73.88910102679023
Washington Park,X,PARK,0.516,40.855759185082896,-73.8936132881028
Kolbert Playground,B,PARK,1.581,40.62007558900807,-73.9580075985104
Banneker Playground,B,PARK,1.67,40.69045329030123,-73.94896053905126
Sumpter Community Garden,B,PARK,0.057,40.68004350133035,-73.91752621119838
811 Family and Friends Garden,X,PARK,0.064,40.82306966871934,-73.91672785419968
General Hart Playground,Q,PARK,0.896,40.74875357660701,-73.89732336498237
Decatur Playground,B,PARK,1.5,40.681435714054736,-73.93655118274422
Elmhurst Park,Q,PARK,6.219,40.72989580181719,-73.88512731981027
Richard Tucker Park,M,PARK,0.051,40.77354682555265,-73.9818904537844
Father Duffy Square,M,PARK,0.076,40.75906919342522,-73.98497048500897
Levy Playground,R,PARK,0.49,40.633914048733665,-74.12893852615622
Schmul Park,R,PARK,7.395,40.5889456065071,-74.18633492754807
Louis Armstrong Playground,Q,PARK,1.085,40.75487369603361,-73.85545088084369
Clearview Park Golf Course,Q,PARK,110.93,40.78223126877012,-73.78886071692577
Paerdegat Basin Park,B,PARK,118.795,40.626452005866135,-73.90674261409796
Prospect Playground,X,PARK,1.438,40.84326742893643,-73.8907140740214
Breukelen Ballfields,B,PARK,16.16,40.65251704612053,-73.8925062774727
Seth Low Playground/ Bealin Square,B,PARK,4.945,40.608138439680936,-73.98636238015825
Diversity Edible Farm,M,PARK,0.082,40.796790131834314,-73.94681180591569
Park,X,PARK,0.042,40.82905829950957,-73.84383252605802
Bath Beach Park,B,PARK,2.964,40.6024465158634,-74.01110087890906
Hart Island,X,PARK,119.095,40.853703319106266,-73.76994309650424
Barretto Point Park,X,PARK,12.224,40.8050009475,-73.88836437987285
Bed-Stuy Farm,B,PARK,0.06,40.68197939471819,-73.92678255598248
Edgemere Coalition,Q,PARK,0.321,40.598224874807684,-73.77478795993161
Greenpoint Public Park,B,PARK,2.65,40.73193138089647,-73.96252295268465
Dahill Triangle,B,PARK,0.006,40.61289219817634,-73.97498177254103
Nameoke Park,Q,PARK,0.318,40.60725734006445,-73.75082893402471
Prospect Plaza Park,B,PARK,0.657,40.67121324760236,-73.91844318453063
Hattie Carthan Herban Farm,B,PARK,0.137,40.69025615684169,-73.94357735241958
Chestnut Street Garden,B,PARK,0.086,40.68777110817118,-73.87621731175582
Student Farm Project,B,PARK,0.172,40.66738893038375,-73.91047205583905
Eastern Parkway,B,PARK,63.636,40.66989797996935,-73.94583832178807
Centro Cultural Rincon Criollo,X,PARK,0.179,40.82052956973852,-73.91205803446856
Neptune Playground,B,PARK,1.243,40.5782495057659,-73.98063311863996
Riverbend Playground,X,PARK,0.637,40.87206624935491,-73.90577955465
Equity Playground,Q,PARK,1.314,40.69130279516473,-73.85338669923614
Surf Playground,B,PARK,0.933,40.5737170671656,-73.99235367275975
Luigi's Garden of Love,M,PARK,0.043,40.80335532173533,-73.95435201408213
Jamaica Playground,Q,PARK,2.456,40.693322939415395,-73.79094129010282
Bartlett Playground,B,PARK,1.032,40.7009004153515,-73.94609574420039
Gateway Park,Q,PARK,0.901,40.69703041691162,-73.81231855664294
Mapes Pool,X,PARK,0.68,40.84661127525402,-73.88631573657902
Nautilus Playground,B,PARK,1.38,40.57172489115278,-73.9962680605977
Lt. Wm. Tighe Triangle,M,PARK,0.156,40.86580939815353,-73.92797213861846
Freedom Triangle,B,PARK,0.004,40.69726956581443,-73.9317630252611
Spuyten Duyvil Shorefront Park,X,PARK,6.6,40.878475210797276,-73.92079906486398
Cooper Triangle,M,PARK,0.165,40.72878699758826,-73.99076146883644
Sobel Court Park,R,PARK,1.137,40.61497081961006,-74.08378616171495
Ketchum Triangle,B,PARK,0.057,40.60550357770361,-73.98228992267589
Jerome Park,X,PARK,4.359,40.87865448525858,-73.89197256421409
Fordham Landing Playground,X,PARK,3.9,40.86440286808759,-73.90977972536226
Phyllis Post Goodman Park,X,PARK,0.5,40.88052964362416,-73.9174317502793
Park,X,PARK,0.027,40.84475298002905,-73.91795548289357
Morris Mesa,X,PARK,0.15,40.845309223939815,-73.909915280124
Park,X,PARK,0.294,40.84438321631806,-73.92116697181615
Lot,B,PARK,2.878,40.700053754346946,-73.9890969430074
Aqueduct Walk,X,PARK,4.926,40.86512705071447,-73.90216177321258
Featherbed Triangle,X,PARK,0.17,40.84642323881232,-73.92087843395825
Garrison Park,X,PARK,0.995,40.82203604529881,-73.88437861174143
Ogden Plimpton Playground,X,PARK,0.229,40.84190389155378,-73.92374053219085
Martin Luther King Triangle,X,PARK,0.117,40.83830917033279,-73.92335111449395
Whalen Grove,X,PARK,0.13,40.85106856256833,-73.88593809701327
Montefiore Square,M,PARK,0.34,40.8215887396808,-73.95352787272168
Sophie Irene Loeb,M,PARK,0.122,40.71328989266209,-73.99430376840743
Pinocchio Playground,Q,PARK,1.016,40.705518961131865,-73.8752979755529
Hunts Point Playground,X,PARK,0.717,40.81413655973765,-73.88597051975711
Bowne Playground,Q,PARK,1.28,40.758185323811325,-73.8248657212697
United Community Centers Youth Farm,B,PARK,0.138,40.659696614852635,-73.90787579453416
St Nicholas-powers St Garden,B,PARK,0.115,40.712736547133716,-73.93971528255075
Shiloh Garden,B,PARK,0.074,40.68628992847582,-73.94521180303063
Vidalia Park,X,PARK,2.136,40.84386494367643,-73.88143061087612
Hillside Dog Park,B,PARK,2.06,40.701410026440435,-73.99436886967045
Hoyt Playground,Q,PARK,2.2,40.771581920466176,-73.91721350106017
Park,B,PARK,0.172,40.67439143429999,-73.99657528445606
Park,B,PARK,0.006,40.6429470974914,-73.99443648257075
Justice Sotomayor Houses Playground,X,PARK,0.227,40.82773038851449,-73.86410110681845
Harlem River Park,M,PARK,46.657,40.83930498235006,-73.93082220891687
American Veterans Memorial Pier,B,PARK,3.169,40.63964494885867,-74.03778230424672
Cedar Tree Garden,B,PARK,0.177,40.68775341453638,-73.95912426725407
Crystal Wells Block Association,B,PARK,0.344,40.67807463254045,-73.87539702445648
The High Line,M,PARK,6.73,40.74568633754794,-74.00567326468239
Broadway Malls,M,PARK,5.754,40.78684148225264,-73.97635453811795
Park,X,PARK,0.03,40.86589349723048,-73.90824154152324
Walker Park,R,PARK,5.278,40.6433223254255,-74.10946029700747
West 186th Street Basketball Court,M,PARK,0.123,40.851879216456005,-73.930927964898
Clearview Park,Q,PARK,6.05,40.77769516519212,-73.78552209606096
Pomonok Playground,Q,PARK,3.596,40.736098683560854,-73.8139309913375
Whitestone Playground,Q,PARK,1.648,40.791995916460706,-73.80846985811348
Thomas Jefferson Park,M,PARK,15.524,40.79320242381905,-73.935590050373
Mitchel Square,M,PARK,0.774,40.84016370203956,-73.94000428138504
Riverside Park,M,PARK,253.168,40.797473220906596,-73.97578542590705
Brookfield Park,R,PARK,258.72,40.565426572683464,-74.16110622279524
Volky Garden & Flowers,X,PARK,0.114,40.847017682087596,-73.8825349153931
Washington Market Park,M,PARK,2.15,40.71709074131047,-74.0115533249469
Theodore Roosevelt Park,M,PARK,17.581,40.7813556769164,-73.97405785658391
Eae J Mitchell Park,X,PARK,0.183,40.83646109318321,-73.88439072856232
Court Square Park,Q,PARK,0.492,40.74635611497126,-73.94345887944712
Coney Island Beach & Boardwalk,B,PARK,399.473,40.5715230923286,-73.97879063212403
E 4th Street Garden,B,PARK,0.184,40.648367570234115,-73.97711890316494
Bridge Playground,X,PARK,0.63,40.844312580555986,-73.92412118336817
Park,Q,PARK,0.026,40.7649285121076,-73.88783131005258
Captain Dermody Triangle,Q,PARK,0.191,40.755765616332525,-73.76450093773859
Hilltop Playground,B,PARK,1.095,40.67532564202516,-73.91433859809706
Richman (Echo) Park,X,PARK,4.385,40.84928580621471,-73.90156490994079
Laguardia Landing Lights,Q,PARK,0.348,40.766038516124866,-73.88785953024897
Clason Point Park,X,PARK,14.872,40.80657883664145,-73.84847800825425
Pugsley Creek Park,X,PARK,68.017,40.81321404405379,-73.85218925583509
Beanstalk Playground,X,PARK,0.267,40.85381451183701,-73.91674841100945
I-Am-Park,X,PARK,0.712,40.81129359513982,-73.9101995192579
Park,R,PARK,0.049,40.54802015861754,-74.22002127105095
American Playground,B,PARK,0.896,40.72876989664737,-73.95788932960859
Saratoga Park,B,PARK,3.214,40.6849807263762,-73.91899956259181
Lozada Playground,X,PARK,1.05,40.80795242433218,-73.92495821258588
Clark Playground,X,PARK,0.722,40.81370910716723,-73.92128780057736
Beach 59th St Playground,Q,PARK,0.618,40.58909745682626,-73.78901676691656
Burns Playground,X,PARK,1.623,40.8632566016254,-73.83659740638912
Trust Triangle,B,PARK,0.078,40.61625710432965,-73.9296044792676
Daniel Boone Playground,X,PARK,1.2,40.82960397736867,-73.88599096121116
P.S. 186 Day Treatment Program,X,PARK,0.07,40.83197827705238,-73.89830815547491
Locust Point Marina,X,PARK,22.07,40.81531436151411,-73.80555655938792
Children's Magical Garden,M,PARK,0.069,40.72072522040455,-73.98649797323911
Adam Yauch Park,B,PARK,1.363,40.69209838059667,-73.99914590785608
100 Quincy Street Community Garden,B,PARK,0.052,40.68596687095201,-73.95723636599631
Little Green Garden,X,PARK,0.116,40.824043240079476,-73.91494736300045
CS 134 Community Improvement Garden,X,PARK,0.16,40.83099751318306,-73.89502664215719
Genesis Community Garden,X,PARK,0.054,40.82963696873021,-73.90455189267553
Lafayette Square,M,PARK,0.018,40.803673325078464,-73.9580118297427
Valentino Pier,B,PARK,4.525,40.67832604237517,-74.01879300044233
Garden,Q,PARK,0.069,40.59701637043018,-73.76857926736642
St. Mark's Garden,M,PARK,0.101,40.796550548841566,-73.93401497316641
Juniper Valley Park,Q,PARK,55.639,40.72018377353736,-73.88042524868258
Grover Cleveland Playground,Q,PARK,5.1,40.71089966648708,-73.91114488799226
Dome Playground,B,PARK,1.385,40.63820669152432,-73.98019421072483
Ocean Hill Playground,B,PARK,1.595,40.674427930247184,-73.91218575078926
Hunts Point Riverside Park,X,PARK,0.426,40.8176824444019,-73.8816008155548
Gilbert Ramirez Park,B,PARK,1.034,40.705958948323236,-73.93455025756984
Raymond Bush Playground,B,PARK,1.795,40.68636371167326,-73.9395523433712
Lieutenant John H. Martinson Playground,R,PARK,1.375,40.536862933139666,-74.16264451536998
Park,B,PARK,0.013,40.68255940750877,-73.96183300602252
Ehrenreich-Austin Playground,Q,PARK,1.161,40.71551766294705,-73.83685596179201
Citizens For A Better Community,B,PARK,0.299,40.687979642563626,-73.92672267508526
Doughboy Park,Q,PARK,1.71,40.74647786121649,-73.90902503914623
Evergreen Park,Q,PARK,3.32,40.69753695655175,-73.89666891061715
Van Voorhees Playground,B,PARK,5.739,40.69031144601833,-73.99932162240425
Fiorello La Guardia Park,M,PARK,0.545,40.7285996393055,-73.9982702675715
Columbus Square,Q,PARK,0.1,40.77009651187302,-73.91761639644366
Mapes Park,X,PARK,1.868,40.84722031365653,-73.88579886498711
Travers Park,Q,PARK,1.919,40.753976684724314,-73.88934553496783
Van Dyke Playground,B,PARK,1.398,40.664431201983106,-73.90401027039886
Lafayette Gardens Playground,B,PARK,0.705,40.68975342531972,-73.95750656619343
St. James Park,X,PARK,11.39,40.865160117886674,-73.89779073000895
Marconi Park,Q,PARK,4.635,40.69358689192434,-73.79553023121389
Mission Garden,M,PARK,0.093,40.7967004167547,-73.94652609318115
Givan Square,X,PARK,1.82,40.86832651771087,-73.84264534655027
Lt. Michael R. Davidson Playground,Q,PARK,0.229,40.74865716965165,-73.913510128304
Flight 587 Memorial Park,Q,PARK,0.159,40.577953563105375,-73.83616417452586
Lyons Pool,R,PARK,3.195,40.63704499659326,-74.07425440886558
Damrosch Park,M,PARK,2.443,40.772212857784055,-73.98499395611204
Fruit Street Sitting Area,B,PARK,0.92,40.70007841533981,-73.99579996691338
United Gardens,X,PARK,0.037,40.84767591641378,-73.89331933687521
Moffat Garden,B,PARK,0.038,40.68358170009989,-73.91065067714447
Imani II Community Garden,B,PARK,0.069,40.676512562388,-73.93298356335937
Tranquility Farm (Willoughby Ave. Garden),B,PARK,0.123,40.69483112986584,-73.94309587079053
Patchen Community Square Garden,B,PARK,0.104,40.68651548037384,-73.92707442017148
Dolly's Park,B,PARK,0.052,40.67814012948374,-73.98635330003587
Positive Seeds of Life Garden,B,PARK,0.11,40.661248142799,-73.89920347520014
Audubon Playground,M,PARK,0.656,40.84161050141599,-73.93813259620673
Vernon Mall,Q,PARK,0.135,40.74231755392098,-73.95414931302167
Space Time Playground,X,PARK,1.28,40.82232449614063,-73.85987610485019
Cardozo Playground,Q,PARK,2.096,40.59323900754105,-73.7865681104757
Stebbins Playground,X,PARK,0.83,40.82276733128023,-73.89851728759038
Taylor Playground,X,PARK,1.578,40.83899567006871,-73.86610129182607
Hilton White Playground,X,PARK,0.477,40.82286296101819,-73.90734941843083
Wayanda Park,Q,PARK,2.554,40.710762778442444,-73.73902875328163
"""Uncle"" Vito F. Maranzano Glendale Playground",Q,PARK,1.15,40.70493208538965,-73.8817567404357
Wakefield Playground,X,PARK,1.104,40.901910174778294,-73.8545048646426
Angie Lee Gonzales Garden,X,PARK,0.131,40.83668076906638,-73.88466694139068
Kwame Ture Recreation Center,X,PARK,1.88,40.844278150759074,-73.91940162772889
Gouverneur Playground,X,PARK,0.977,40.835721263598074,-73.90343278741263
Tiffany Playground,X,PARK,1.144,40.82484000079609,-73.89437491146529
Manhattan Beach Park,B,PARK,42.941,40.57661541270462,-73.94309261583558
Goble Playground,X,PARK,0.381,40.843767088242984,-73.91704568075032
Garibaldi Playground,B,PARK,0.437,40.60896259059449,-74.00009565039804
Washington Park,B,PARK,3.03,40.673058871047964,-73.98471075680362
Milestone Park,B,PARK,0.476,40.60950862563125,-73.99948648629523
Virginia Playground,X,PARK,0.461,40.834252489657786,-73.86218120564556
Grove Hill Playground,X,PARK,1.186,40.819871810219134,-73.90884219933847
Gen. Douglas MacArthur Park,R,PARK,5.165,40.58658046113465,-74.10022751887924
Edenwald Playground,X,PARK,2.537,40.8843625039113,-73.84500475613092
Beach 9 Playground,Q,PARK,4.863,40.59529526202108,-73.74502603255272
Hamilton Fish Park,M,PARK,4.3,40.719697649455334,-73.98073878725228
Zimmerman Playground,X,PARK,0.974,40.866161188742296,-73.86873905878947
University Woods,X,PARK,3.306,40.859189171872714,-73.91498304846088
11 BC Serenity Garden,M,PARK,0.054,40.7268058841221,-73.97846275178286
Keap Fourth Community Garden,B,PARK,0.066,40.70911087524273,-73.95480510927929
St. Nicholas Miracle Garden,M,PARK,0.038,40.81167586605045,-73.95143107691376
Oko Farms Aquaponics Education Garden,B,PARK,0.057,40.7036690936592,-73.94131488038475
East New York Farms Garden,B,PARK,0.101,40.66548801603457,-73.88779414387798
Jordan Magic Garden,B,PARK,0.164,40.67165079819667,-73.88976056033763
Hinton Park,Q,PARK,3.735,40.75601123888303,-73.85494272068331
Neighborhood Community Garden,B,PARK,0.073,40.674523771030515,-73.93256605105614
"Phil ""Scooter"" Rizzuto Park",Q,PARK,4.353,40.694792950954344,-73.82158665782958
Lawrence Virgilio Playground,Q,PARK,3.009,40.747470065432566,-73.91074722251807
James Forten Playground,B,PARK,0.59,40.67666571950025,-73.96571997169329
Rolph Henry Playground,B,PARK,0.213,40.65579506557832,-73.9475065758108
Sixteen Sycamores Playground,B,PARK,0.567,40.686791726757576,-73.98100568395918
Paerdegat Park,B,PARK,3.56,40.6380614253065,-73.93813381693332
Welcome Home Garden,B,PARK,0.059,40.684859560637285,-73.92531093583274
Melrose Commons Park,X,PARK,1.381,40.82489028219375,-73.9126098445208
Anchorage Plaza,B,PARK,2.2,40.70153540714747,-73.99104540048327
Ditmars Playground,Q,PARK,0.918,40.771606571221525,-73.90715630036557
Foch Sitting Area,Q,PARK,0.051,40.67765432719448,-73.80237291161097
Gravesend Park,B,PARK,6.379,40.62356082619315,-73.98435469025941
Castle Hill Playground,X,PARK,1.368,40.839248862565185,-73.85322332164648
Cornell Burial Ground,Q,PARK,0.459,40.600088003531106,-73.74962970956443
Rev Lena Irons Unity Park,X,PARK,0.342,40.83104432501531,-73.90665740938844
Broadway Malls,M,PARK,1.3,40.808150147365595,-73.96379466991904
Tucker Place,B,PARK,0.155,40.583473654122,-73.94139466126279
Idlewild Park,Q,PARK,180.85,40.65042801462683,-73.75228962779123
Cooper Park,B,PARK,6.401,40.71585257251853,-73.93724000109177
Reiff Playground,Q,PARK,1.529,40.71858260144641,-73.9017282016901
Willow Lake Playground,Q,PARK,1.277,40.72272632492647,-73.83713159130086
City Hall Park,M,PARK,8.8,40.71280466471745,-74.00615661282505
Playground 103 CIII,M,PARK,1.052,40.78699267890425,-73.93913495263367
Frost Playground,B,PARK,0.739,40.718727314303514,-73.93901100889909
The Battery,M,PARK,21.88,40.702878370962814,-74.01550351831317
Estella Diggs Park,X,PARK,0.919,40.82898480503601,-73.90616946829955
Susan Smith McKinney Steward Park,B,PARK,1.884,40.701078763746196,-73.98582600475152
Joseph Daniel Wilson Garden,M,PARK,0.117,40.80764601095825,-73.9505891636833
Flower Door Garden,M,PARK,0.03,40.72507711339433,-73.97843387940542
Lincoln Center Plaza,M,PARK,3.8,40.77260745533988,-73.98359075400367
Maple Street Community Garden,B,PARK,1.377,40.660910306332426,-73.95278378763442
Betty Carter Park,B,PARK,0.231,40.687167645692014,-73.97711365050061
Rev. Linette C Williamson Memorial Park,M,PARK,0.051,40.809756745431976,-73.94290412877704
Box Street Park,B,PARK,2.448,40.73769003901395,-73.95790024440765
Windmill Community Garden,Q,PARK,0.057,40.75310302588787,-73.93521176368803
Java Street Community Garden,B,PARK,0.063,40.7314265498963,-73.95881565072565
EL Garden,B,PARK,0.114,40.69952047782952,-73.93060433784095
Halsey Ralph & Howard Community Garden,B,PARK,0.065,40.6846616770581,-73.92288345201725
East 43rd Street Community Garden,B,PARK,0.091,40.62852695317746,-73.93440793084244
Ashford Street Abundant Garden,B,PARK,0.133,40.67426037299536,-73.88528038253833
